Year,NOC,strong_point,hhi,award_rate,host,participate_num,history_performance
2020,MKD,2,1.0,0.125,JPN,8,0.3333333333333333
2024,MKD,2,0.0,0.0,FRA,6,0.3333333333333333
1896,MLI,0,0.0,0.0,GRE,0,0.0
1900,MLI,0,0.0,0.0,FRA,0,0.0
1904,MLI,0,0.0,0.0,USA,0,0.0
1908,MLI,0,0.0,0.0,GBR,0,0.0
1912,MLI,0,0.0,0.0,SWE,0,0.0
1920,MLI,0,0.0,0.0,BEL,0,0.0
1924,MLI,0,0.0,0.0,FRA,0,0.0
1928,MLI,0,0.0,0.0,NED,0,0.0
1932,MLI,0,0.0,0.0,USA,0,0.0
1936,MLI,0,0.0,0.0,GER,0,0.0
1948,MLI,0,0.0,0.0,GBR,0,0.0
1952,MLI,0,0.0,0.0,FIN,0,0.0
1956,MLI,0,0.0,0.0,AUS,0,0.0
1960,MLI,0,0.0,0.0,ITA,0,0.0
1964,MLI,0,0.0,0.0,JPN,2,0.0
1968,MLI,0,0.0,0.0,MEX,2,0.0
1972,MLI,0,0.0,0.0,FRG,3,0.0
1976,MLI,0,0.0,0.0,CAN,0,0.0
1980,MLI,0,0.0,0.0,URS,7,0.0
1984,MLI,0,0.0,0.0,USA,4,0.0
1988,MLI,0,0.0,0.0,KOR,6,0.0
1992,MLI,0,0.0,0.0,ESP,5,0.0
1996,MLI,0,0.0,0.0,USA,3,0.0
2000,MLI,0,0.0,0.0,AUS,5,0.0
2004,MLI,0,0.0,0.0,GRE,21,0.0
2008,MLI,0,0.0,0.0,CHN,17,0.0
2012,MLI,0,0.0,0.0,GBR,6,0.0
2016,MLI,0,0.0,0.0,BRA,6,0.0
2020,MLI,0,0.0,0.0,JPN,4,0.0
2024,MLI,0,0.0,0.0,FRA,24,0.0
1896,MLT,0,0.0,0.0,GRE,0,0.0
1900,MLT,0,0.0,0.0,FRA,0,0.0
1904,MLT,0,0.0,0.0,USA,0,0.0
1908,MLT,0,0.0,0.0,GBR,0,0.0
1912,MLT,0,0.0,0.0,SWE,0,0.0
1920,MLT,0,0.0,0.0,BEL,0,0.0
1924,MLT,0,0.0,0.0,FRA,0,0.0
1928,MLT,0,0.0,0.0,NED,9,0.0
1932,MLT,0,0.0,0.0,USA,0,0.0
1936,MLT,0,0.0,0.0,GER,11,0.0
1948,MLT,0,0.0,0.0,GBR,1,0.0
1952,MLT,0,0.0,0.0,FIN,0,0.0
1956,MLT,0,0.0,0.0,AUS,0,0.0
1960,MLT,0,0.0,0.0,ITA,10,0.0
1964,MLT,0,0.0,0.0,JPN,0,0.0
1968,MLT,0,0.0,0.0,MEX,1,0.0
1972,MLT,0,0.0,0.0,FRG,5,0.0
1976,MLT,0,0.0,0.0,CAN,0,0.0
1980,MLT,0,0.0,0.0,URS,8,0.0
1984,MLT,0,0.0,0.0,USA,7,0.0
1988,MLT,0,0.0,0.0,KOR,6,0.0
1992,MLT,0,0.0,0.0,ESP,6,0.0
1996,MLT,0,0.0,0.0,USA,7,0.0
2000,MLT,0,0.0,0.0,AUS,7,0.0
2004,MLT,0,0.0,0.0,GRE,7,0.0
2008,MLT,0,0.0,0.0,CHN,6,0.0
2012,MLT,0,0.0,0.0,GBR,5,0.0
2016,MLT,0,0.0,0.0,BRA,7,0.0
2020,MLT,0,0.0,0.0,JPN,6,0.0
2024,MLT,0,0.0,0.0,FRA,5,0.0
1896,MNE,0,0.0,0.0,GRE,0,0.0
1900,MNE,0,0.0,0.0,FRA,0,0.0
1904,MNE,0,0.0,0.0,USA,0,0.0
1908,MNE,0,0.0,0.0,GBR,0,0.0
1912,MNE,0,0.0,0.0,SWE,0,0.0
1920,MNE,0,0.0,0.0,BEL,0,0.0
1924,MNE,0,0.0,0.0,FRA,0,0.0
1928,MNE,0,0.0,0.0,NED,0,0.0
1932,MNE,0,0.0,0.0,USA,0,0.0
1936,MNE,0,0.0,0.0,GER,0,0.0
1948,MNE,0,0.0,0.0,GBR,0,0.0
1952,MNE,0,0.0,0.0,FIN,0,0.0
1956,MNE,0,0.0,0.0,AUS,0,0.0
1960,MNE,0,0.0,0.0,ITA,0,0.0
1964,MNE,0,0.0,0.0,JPN,0,0.0
1968,MNE,0,0.0,0.0,MEX,0,0.0
1972,MNE,0,0.0,0.0,FRG,0,0.0
1976,MNE,0,0.0,0.0,CAN,0,0.0
1980,MNE,0,0.0,0.0,URS,0,0.0
1984,MNE,0,0.0,0.0,USA,0,0.0
1988,MNE,0,0.0,0.0,KOR,0,0.0
1992,MNE,0,0.0,0.0,ESP,0,0.0
1996,MNE,0,0.0,0.0,USA,0,0.0
2000,MNE,0,0.0,0.0,AUS,0,0.0
2004,MNE,0,0.0,0.0,GRE,0,0.0
2008,MNE,0,0.0,0.0,CHN,19,0.0
2012,MNE,1,1.0,0.030303030303030304,GBR,33,0.3333333333333333
2016,MNE,1,0.0,0.0,BRA,35,0.3333333333333333
2020,MNE,1,0.0,0.0,JPN,35,0.3333333333333333
2024,MNE,1,0.0,0.0,FRA,19,0.0
1896,MON,0,0.0,0.0,GRE,0,0.0
1900,MON,0,0.0,0.0,FRA,0,0.0
1904,MON,0,0.0,0.0,USA,0,0.0
1908,MON,0,0.0,0.0,GBR,0,0.0
1912,MON,0,0.0,0.0,SWE,0,0.0
1920,MON,0,0.0,0.0,BEL,4,0.0
1924,MON,1,1.0,0.14285714285714285,FRA,7,0.3333333333333333
1928,MON,1,0.0,0.0,NED,10,0.3333333333333333
1932,MON,1,0.0,0.0,USA,1,0.3333333333333333
1936,MON,1,0.0,0.0,GER,8,0.0
1948,MON,1,0.0,0.0,GBR,4,0.0
1952,MON,0,0.0,0.0,FIN,8,0.0
1956,MON,0,0.0,0.0,AUS,0,0.0
1960,MON,0,0.0,0.0,ITA,11,0.0
1964,MON,0,0.0,0.0,JPN,1,0.0
1968,MON,0,0.0,0.0,MEX,2,0.0
1972,MON,0,0.0,0.0,FRG,5,0.0
1976,MON,0,0.0,0.0,CAN,8,0.0
1980,MON,0,0.0,0.0,URS,0,0.0
1984,MON,0,0.0,0.0,USA,8,0.0
1988,MON,0,0.0,0.0,KOR,9,0.0
1992,MON,0,0.0,0.0,ESP,2,0.0
1996,MON,0,0.0,0.0,USA,3,0.0
2000,MON,0,0.0,0.0,AUS,4,0.0
2004,MON,0,0.0,0.0,GRE,3,0.0
2008,MON,0,0.0,0.0,CHN,5,0.0
2012,MON,0,0.0,0.0,GBR,6,0.0
2016,MON,0,0.0,0.0,BRA,3,0.0
2020,MON,0,0.0,0.0,JPN,6,0.0
2024,MON,0,0.0,0.0,FRA,6,0.0
1896,MOZ,0,0.0,0.0,GRE,0,0.0
1900,MOZ,0,0.0,0.0,FRA,0,0.0
1904,MOZ,0,0.0,0.0,USA,0,0.0
1908,MOZ,0,0.0,0.0,GBR,0,0.0
1912,MOZ,0,0.0,0.0,SWE,0,0.0
1920,MOZ,0,0.0,0.0,BEL,0,0.0
1924,MOZ,0,0.0,0.0,FRA,0,0.0
1928,MOZ,0,0.0,0.0,NED,0,0.0
1932,MOZ,0,0.0,0.0,USA,0,0.0
1936,MOZ,0,0.0,0.0,GER,0,0.0
1948,MOZ,0,0.0,0.0,GBR,0,0.0
1952,MOZ,0,0.0,0.0,FIN,0,0.0
1956,MOZ,0,0.0,0.0,AUS,0,0.0
1960,MOZ,0,0.0,0.0,ITA,0,0.0
1964,MOZ,0,0.0,0.0,JPN,0,0.0
1968,MOZ,0,0.0,0.0,MEX,0,0.0
1972,MOZ,0,0.0,0.0,FRG,0,0.0
1976,MOZ,0,0.0,0.0,CAN,0,0.0
1980,MOZ,0,0.0,0.0,URS,14,0.0
1984,MOZ,0,0.0,0.0,USA,9,0.0
1988,MOZ,0,0.0,0.0,KOR,8,0.0
1992,MOZ,0,0.0,0.0,ESP,6,0.0
1996,MOZ,1,1.0,0.3333333333333333,USA,3,0.3333333333333333
2000,MOZ,1,1.0,0.25,AUS,4,0.6666666666666666
2004,MOZ,1,0.0,0.0,GRE,4,0.6666666666666666
2008,MOZ,1,0.0,0.0,CHN,4,0.3333333333333333
2012,MOZ,1,0.0,0.0,GBR,6,0.0
2016,MOZ,1,0.0,0.0,BRA,6,0.0
2020,MOZ,1,0.0,0.0,JPN,10,0.0
2024,MOZ,1,0.0,0.0,FRA,7,0.0
1896,MRI,0,0.0,0.0,GRE,0,0.0
1900,MRI,0,0.0,0.0,FRA,0,0.0
1904,MRI,0,0.0,0.0,USA,0,0.0
1908,MRI,0,0.0,0.0,GBR,0,0.0
1912,MRI,0,0.0,0.0,SWE,0,0.0
1920,MRI,0,0.0,0.0,BEL,0,0.0
1924,MRI,0,0.0,0.0,FRA,0,0.0
1928,MRI,0,0.0,0.0,NED,0,0.0
1932,MRI,0,0.0,0.0,USA,0,0.0
1936,MRI,0,0.0,0.0,GER,0,0.0
1948,MRI,0,0.0,0.0,GBR,0,0.0
1952,MRI,0,0.0,0.0,FIN,0,0.0
1956,MRI,0,0.0,0.0,AUS,0,0.0
1960,MRI,0,0.0,0.0,ITA,0,0.0
1964,MRI,0,0.0,0.0,JPN,0,0.0
1968,MRI,0,0.0,0.0,MEX,0,0.0
1972,MRI,0,0.0,0.0,FRG,0,0.0
1976,MRI,0,0.0,0.0,CAN,0,0.0
1980,MRI,0,0.0,0.0,URS,0,0.0
1984,MRI,0,0.0,0.0,USA,4,0.0
1988,MRI,0,0.0,0.0,KOR,8,0.0
1992,MRI,0,0.0,0.0,ESP,13,0.0
1996,MRI,0,0.0,0.0,USA,26,0.0
2000,MRI,0,0.0,0.0,AUS,20,0.0
2004,MRI,0,0.0,0.0,GRE,9,0.0
2008,MRI,1,1.0,0.09090909090909091,CHN,11,0.3333333333333333
2012,MRI,1,0.0,0.0,GBR,11,0.3333333333333333
2016,MRI,1,0.0,0.0,BRA,11,0.3333333333333333
2020,MRI,1,0.0,0.0,JPN,8,0.0
2024,MRI,1,0.0,0.0,FRA,12,0.0
1896,MTN,0,0.0,0.0,GRE,0,0.0
1900,MTN,0,0.0,0.0,FRA,0,0.0
1904,MTN,0,0.0,0.0,USA,0,0.0
1908,MTN,0,0.0,0.0,GBR,0,0.0
1912,MTN,0,0.0,0.0,SWE,0,0.0
1920,MTN,0,0.0,0.0,BEL,0,0.0
1924,MTN,0,0.0,0.0,FRA,0,0.0
1928,MTN,0,0.0,0.0,NED,0,0.0
1932,MTN,0,0.0,0.0,USA,0,0.0
1936,MTN,0,0.0,0.0,GER,0,0.0
1948,MTN,0,0.0,0.0,GBR,0,0.0
1952,MTN,0,0.0,0.0,FIN,0,0.0
1956,MTN,0,0.0,0.0,AUS,0,0.0
1960,MTN,0,0.0,0.0,ITA,0,0.0
1964,MTN,0,0.0,0.0,JPN,0,0.0
1968,MTN,0,0.0,0.0,MEX,0,0.0
1972,MTN,0,0.0,0.0,FRG,0,0.0
1976,MTN,0,0.0,0.0,CAN,0,0.0
1980,MTN,0,0.0,0.0,URS,0,0.0
1984,MTN,0,0.0,0.0,USA,2,0.0
1988,MTN,0,0.0,0.0,KOR,6,0.0
1992,MTN,0,0.0,0.0,ESP,6,0.0
1996,MTN,0,0.0,0.0,USA,4,0.0
2000,MTN,0,0.0,0.0,AUS,2,0.0
2004,MTN,0,0.0,0.0,GRE,2,0.0
2008,MTN,0,0.0,0.0,CHN,2,0.0
2012,MTN,0,0.0,0.0,GBR,2,0.0
2016,MTN,0,0.0,0.0,BRA,2,0.0
2020,MTN,0,0.0,0.0,JPN,2,0.0
2024,MTN,0,0.0,0.0,FRA,2,0.0
1896,MYA,0,0.0,0.0,GRE,0,0.0
1900,MYA,0,0.0,0.0,FRA,0,0.0
1904,MYA,0,0.0,0.0,USA,0,0.0
1908,MYA,0,0.0,0.0,GBR,0,0.0
1912,MYA,0,0.0,0.0,SWE,0,0.0
1920,MYA,0,0.0,0.0,BEL,0,0.0
1924,MYA,0,0.0,0.0,FRA,0,0.0
1928,MYA,0,0.0,0.0,NED,0,0.0
1932,MYA,0,0.0,0.0,USA,0,0.0
1936,MYA,0,0.0,0.0,GER,0,0.0
1948,MYA,0,0.0,0.0,GBR,4,0.0
1952,MYA,0,0.0,0.0,FIN,5,0.0
1956,MYA,0,0.0,0.0,AUS,11,0.0
1960,MYA,0,0.0,0.0,ITA,10,0.0
1964,MYA,0,0.0,0.0,JPN,11,0.0
1968,MYA,0,0.0,0.0,MEX,4,0.0
1972,MYA,0,0.0,0.0,FRG,17,0.0
1976,MYA,0,0.0,0.0,CAN,0,0.0
1980,MYA,0,0.0,0.0,URS,2,0.0
1984,MYA,0,0.0,0.0,USA,1,0.0
1988,MYA,0,0.0,0.0,KOR,2,0.0
1992,MYA,0,0.0,0.0,ESP,4,0.0
1996,MYA,0,0.0,0.0,USA,3,0.0
2000,MYA,0,0.0,0.0,AUS,6,0.0
2004,MYA,0,0.0,0.0,GRE,2,0.0
2008,MYA,0,0.0,0.0,CHN,6,0.0
2012,MYA,0,0.0,0.0,GBR,6,0.0
2016,MYA,0,0.0,0.0,BRA,7,0.0
2020,MYA,0,0.0,0.0,JPN,2,0.0
2024,MYA,0,0.0,0.0,FRA,2,0.0
1896,NAM,0,0.0,0.0,GRE,0,0.0
1900,NAM,0,0.0,0.0,FRA,0,0.0
1904,NAM,0,0.0,0.0,USA,0,0.0
1908,NAM,0,0.0,0.0,GBR,0,0.0
1912,NAM,0,0.0,0.0,SWE,0,0.0
1920,NAM,0,0.0,0.0,BEL,0,0.0
1924,NAM,0,0.0,0.0,FRA,0,0.0
1928,NAM,0,0.0,0.0,NED,0,0.0
1932,NAM,0,0.0,0.0,USA,0,0.0
1936,NAM,0,0.0,0.0,GER,0,0.0
1948,NAM,0,0.0,0.0,GBR,0,0.0
1952,NAM,0,0.0,0.0,FIN,0,0.0
1956,NAM,0,0.0,0.0,AUS,0,0.0
1960,NAM,0,0.0,0.0,ITA,0,0.0
1964,NAM,0,0.0,0.0,JPN,0,0.0
1968,NAM,0,0.0,0.0,MEX,0,0.0
1972,NAM,0,0.0,0.0,FRG,0,0.0
1976,NAM,0,0.0,0.0,CAN,0,0.0
1980,NAM,0,0.0,0.0,URS,0,0.0
1984,NAM,0,0.0,0.0,USA,0,0.0
1988,NAM,0,0.0,0.0,KOR,0,0.0
1992,NAM,1,1.0,0.16666666666666666,ESP,6,0.6666666666666666
1996,NAM,1,1.0,0.0,USA,8,0.6666666666666666
2000,NAM,1,0.0,0.0,AUS,11,0.6666666666666666
2004,NAM,1,0.0,0.0,GRE,8,0.0
2008,NAM,1,0.0,0.0,CHN,10,0.0
2012,NAM,1,0.0,0.0,GBR,9,0.0
2016,NAM,1,0.0,0.0,BRA,10,0.0
2020,NAM,1,1.0,0.09090909090909091,JPN,11,0.3333333333333333
2024,NAM,1,0.0,0.0,FRA,4,0.3333333333333333
1896,NBO,0,0.0,0.0,GRE,0,0.0
1900,NBO,0,0.0,0.0,FRA,0,0.0
1904,NBO,0,0.0,0.0,USA,0,0.0
1908,NBO,0,0.0,0.0,GBR,0,0.0
1912,NBO,0,0.0,0.0,SWE,0,0.0
1920,NBO,0,0.0,0.0,BEL,0,0.0
1924,NBO,0,0.0,0.0,FRA,0,0.0
1928,NBO,0,0.0,0.0,NED,0,0.0
1932,NBO,0,0.0,0.0,USA,0,0.0
1936,NBO,0,0.0,0.0,GER,0,0.0
1948,NBO,0,0.0,0.0,GBR,0,0.0
1952,NBO,0,0.0,0.0,FIN,0,0.0
1956,NBO,0,0.0,0.0,AUS,2,0.0
1960,NBO,0,0.0,0.0,ITA,0,0.0
1964,NBO,0,0.0,0.0,JPN,0,0.0
1968,NBO,0,0.0,0.0,MEX,0,0.0
1972,NBO,0,0.0,0.0,FRG,0,0.0
1976,NBO,0,0.0,0.0,CAN,0,0.0
1980,NBO,0,0.0,0.0,URS,0,0.0
1984,NBO,0,0.0,0.0,USA,0,0.0
1988,NBO,0,0.0,0.0,KOR,0,0.0
1992,NBO,0,0.0,0.0,ESP,0,0.0
1996,NBO,0,0.0,0.0,USA,0,0.0
2000,NBO,0,0.0,0.0,AUS,0,0.0
2004,NBO,0,0.0,0.0,GRE,0,0.0
2008,NBO,0,0.0,0.0,CHN,0,0.0
2012,NBO,0,0.0,0.0,GBR,0,0.0
2016,NBO,0,0.0,0.0,BRA,0,0.0
2020,NBO,0,0.0,0.0,JPN,0,0.0
2024,NBO,0,0.0,0.0,FRA,0,0.0
1896,NCA,0,0.0,0.0,GRE,0,0.0
1900,NCA,0,0.0,0.0,FRA,0,0.0
1904,NCA,0,0.0,0.0,USA,0,0.0
1908,NCA,0,0.0,0.0,GBR,0,0.0
1912,NCA,0,0.0,0.0,SWE,0,0.0
1920,NCA,0,0.0,0.0,BEL,0,0.0
1924,NCA,0,0.0,0.0,FRA,0,0.0
1928,NCA,0,0.0,0.0,NED,0,0.0
1932,NCA,0,0.0,0.0,USA,0,0.0
1936,NCA,0,0.0,0.0,GER,0,0.0
1948,NCA,0,0.0,0.0,GBR,0,0.0
1952,NCA,0,0.0,0.0,FIN,0,0.0
1956,NCA,0,0.0,0.0,AUS,0,0.0
1960,NCA,0,0.0,0.0,ITA,0,0.0
1964,NCA,0,0.0,0.0,JPN,0,0.0
1968,NCA,0,0.0,0.0,MEX,11,0.0
1972,NCA,0,0.0,0.0,FRG,8,0.0
1976,NCA,0,0.0,0.0,CAN,15,0.0
1980,NCA,0,0.0,0.0,URS,5,0.0
1984,NCA,0,0.0,0.0,USA,5,0.0
1988,NCA,0,0.0,0.0,KOR,0,0.0
1992,NCA,0,0.0,0.0,ESP,8,0.0
1996,NCA,0,0.0,0.0,USA,25,0.0
2000,NCA,0,0.0,0.0,AUS,6,0.0
2004,NCA,0,0.0,0.0,GRE,5,0.0
2008,NCA,0,0.0,0.0,CHN,6,0.0
2012,NCA,0,0.0,0.0,GBR,6,0.0
2016,NCA,0,0.0,0.0,BRA,5,0.0
2020,NCA,0,0.0,0.0,JPN,8,0.0
2024,NCA,0,0.0,0.0,FRA,7,0.0
1896,NED,0,0.0,0.0,GRE,0,0.0
1900,NED,3,0.26530612244897955,0.14285714285714285,FRA,35,3.0
1904,NED,2,0.0,0.0,USA,0,2.0
1908,NED,3,0.5,0.017699115044247787,GBR,113,2.6666666666666665
1912,NED,3,0.5555555555555556,0.06060606060606061,SWE,33,1.3333333333333333
1920,NED,3,0.20661157024793386,0.06153846153846154,BEL,130,4.0
1924,NED,3,0.15702479338842973,0.04519774011299435,FRA,177,6.0
1928,NED,3,0.13043478260869565,0.06766917293233082,NED,266,12.0
1932,NED,3,0.21875,0.06521739130434782,USA,46,10.333333333333334
1936,NED,3,0.18339100346020765,0.05454545454545454,GER,165,11.333333333333334
1948,NED,3,0.2109375,0.040268456375838924,GBR,149,8.0
1952,NED,3,0.44,0.019230769230769232,FIN,104,7.666666666666667
1956,NED,3,0.0,0.0,AUS,1,4.0
1960,NED,3,1.0,0.02727272727272727,ITA,110,1.6666666666666667
1964,NED,3,0.24000000000000002,0.064,JPN,125,3.6666666666666665
1968,NED,3,0.30612244897959184,0.06542056074766354,MEX,107,6.0
1972,NED,3,0.28,0.03361344537815126,FRG,119,6.333333333333333
1976,NED,3,0.28,0.027777777777777776,CAN,108,5.0
1980,NED,3,0.3333333333333333,0.013333333333333334,URS,75,3.0
1984,NED,3,0.26627218934911245,0.05185185185185185,USA,135,4.333333333333333
1988,NED,3,0.16049382716049382,0.047619047619047616,KOR,147,5.333333333333333
1992,NED,3,0.16444444444444445,0.05970149253731343,ESP,201,9.0
1996,NED,3,0.13573407202216065,0.05042016806722689,USA,238,10.333333333333334
2000,NED,3,0.18080000000000002,0.047619047619047616,AUS,231,13.333333333333334
2004,NED,3,0.19834710743801653,0.06190476190476191,GRE,210,14.0
2008,NED,3,0.171875,0.046413502109704644,CHN,237,13.666666666666666
2012,NED,3,0.15,0.05202312138728324,GBR,173,11.666666666666666
2016,NED,3,0.1634349030470914,0.05063291139240506,BRA,237,11.0
2020,NED,2,0.12654320987654322,0.1099290780141844,JPN,282,19.333333333333332
2024,NED,2,0.13494809688581316,0.09027777777777778,FRA,288,26.0
1896,NEP,0,0.0,0.0,GRE,0,0.0
1900,NEP,0,0.0,0.0,FRA,0,0.0
1904,NEP,0,0.0,0.0,USA,0,0.0
1908,NEP,0,0.0,0.0,GBR,0,0.0
1912,NEP,0,0.0,0.0,SWE,0,0.0
1920,NEP,0,0.0,0.0,BEL,0,0.0
1924,NEP,0,0.0,0.0,FRA,0,0.0
1928,NEP,0,0.0,0.0,NED,0,0.0
1932,NEP,0,0.0,0.0,USA,0,0.0
1936,NEP,0,0.0,0.0,GER,0,0.0
1948,NEP,0,0.0,0.0,GBR,0,0.0
1952,NEP,0,0.0,0.0,FIN,0,0.0
1956,NEP,0,0.0,0.0,AUS,0,0.0
1960,NEP,0,0.0,0.0,ITA,0,0.0
1964,NEP,0,0.0,0.0,JPN,6,0.0
1968,NEP,0,0.0,0.0,MEX,0,0.0
1972,NEP,0,0.0,0.0,FRG,2,0.0
1976,NEP,0,0.0,0.0,CAN,1,0.0
1980,NEP,0,0.0,0.0,URS,10,0.0
1984,NEP,0,0.0,0.0,USA,10,0.0
1988,NEP,0,0.0,0.0,KOR,16,0.0
1992,NEP,0,0.0,0.0,ESP,2,0.0
1996,NEP,0,0.0,0.0,USA,6,0.0
2000,NEP,0,0.0,0.0,AUS,5,0.0
2004,NEP,0,0.0,0.0,GRE,6,0.0
2008,NEP,0,0.0,0.0,CHN,8,0.0
2012,NEP,0,0.0,0.0,GBR,5,0.0
2016,NEP,0,0.0,0.0,BRA,7,0.0
2020,NEP,0,0.0,0.0,JPN,5,0.0
2024,NEP,0,0.0,0.0,FRA,7,0.0
1896,NFL,0,0.0,0.0,GRE,0,0.0
1900,NFL,0,0.0,0.0,FRA,0,0.0
1904,NFL,0,0.0,0.0,USA,1,0.0
1908,NFL,0,0.0,0.0,GBR,0,0.0
1912,NFL,0,0.0,0.0,SWE,0,0.0
1920,NFL,0,0.0,0.0,BEL,0,0.0
1924,NFL,0,0.0,0.0,FRA,0,0.0
1928,NFL,0,0.0,0.0,NED,0,0.0
1932,NFL,0,0.0,0.0,USA,0,0.0
1936,NFL,0,0.0,0.0,GER,0,0.0
1948,NFL,0,0.0,0.0,GBR,0,0.0
1952,NFL,0,0.0,0.0,FIN,0,0.0
1956,NFL,0,0.0,0.0,AUS,0,0.0
1960,NFL,0,0.0,0.0,ITA,0,0.0
1964,NFL,0,0.0,0.0,JPN,0,0.0
1968,NFL,0,0.0,0.0,MEX,0,0.0
1972,NFL,0,0.0,0.0,FRG,0,0.0
1976,NFL,0,0.0,0.0,CAN,0,0.0
1980,NFL,0,0.0,0.0,URS,0,0.0
1984,NFL,0,0.0,0.0,USA,0,0.0
1988,NFL,0,0.0,0.0,KOR,0,0.0
1992,NFL,0,0.0,0.0,ESP,0,0.0
1996,NFL,0,0.0,0.0,USA,0,0.0
2000,NFL,0,0.0,0.0,AUS,0,0.0
2004,NFL,0,0.0,0.0,GRE,0,0.0
2008,NFL,0,0.0,0.0,CHN,0,0.0
2012,NFL,0,0.0,0.0,GBR,0,0.0
2016,NFL,0,0.0,0.0,BRA,0,0.0
2020,NFL,0,0.0,0.0,JPN,0,0.0
2024,NFL,0,0.0,0.0,FRA,0,0.0
1896,NGR,0,0.0,0.0,GRE,0,0.0
1900,NGR,0,0.0,0.0,FRA,0,0.0
1904,NGR,0,0.0,0.0,USA,0,0.0
1908,NGR,0,0.0,0.0,GBR,0,0.0
1912,NGR,0,0.0,0.0,SWE,0,0.0
1920,NGR,0,0.0,0.0,BEL,0,0.0
1924,NGR,0,0.0,0.0,FRA,0,0.0
1928,NGR,0,0.0,0.0,NED,0,0.0
1932,NGR,0,0.0,0.0,USA,0,0.0
1936,NGR,0,0.0,0.0,GER,0,0.0
1948,NGR,0,0.0,0.0,GBR,0,0.0
1952,NGR,0,0.0,0.0,FIN,9,0.0
1956,NGR,0,0.0,0.0,AUS,10,0.0
1960,NGR,0,0.0,0.0,ITA,12,0.0
1964,NGR,1,1.0,0.05555555555555555,JPN,18,0.3333333333333333
1968,NGR,1,0.0,0.0,MEX,36,0.3333333333333333
1972,NGR,1,1.0,0.04,FRG,25,0.6666666666666666
1976,NGR,1,0.0,0.0,CAN,0,0.3333333333333333
1980,NGR,1,0.0,0.0,URS,44,0.3333333333333333
1984,NGR,2,0.5,0.03125,USA,32,0.3333333333333333
1988,NGR,2,0.0,0.0,KOR,69,0.3333333333333333
1992,NGR,2,0.5,0.07272727272727272,ESP,55,1.6666666666666667
1996,NGR,3,0.5,0.09230769230769231,USA,65,3.3333333333333335
2000,NGR,3,0.5555555555555556,0.03614457831325301,AUS,83,4.333333333333333
2004,NGR,3,1.0,0.02857142857142857,GRE,70,3.6666666666666665
2008,NGR,3,0.375,0.04054054054054054,CHN,74,2.6666666666666665
2012,NGR,3,0.0,0.0,GBR,49,1.6666666666666667
2016,NGR,3,1.0,0.014084507042253521,BRA,71,1.3333333333333333
2020,NGR,3,0.5,0.03773584905660377,JPN,53,1.0
2024,NGR,3,0.0,0.0,FRA,86,1.0
1896,NIG,0,0.0,0.0,GRE,0,0.0
1900,NIG,0,0.0,0.0,FRA,0,0.0
1904,NIG,0,0.0,0.0,USA,0,0.0
1908,NIG,0,0.0,0.0,GBR,0,0.0
1912,NIG,0,0.0,0.0,SWE,0,0.0
1920,NIG,0,0.0,0.0,BEL,0,0.0
1924,NIG,0,0.0,0.0,FRA,0,0.0
1928,NIG,0,0.0,0.0,NED,0,0.0
1932,NIG,0,0.0,0.0,USA,0,0.0
1936,NIG,0,0.0,0.0,GER,0,0.0
1948,NIG,0,0.0,0.0,GBR,0,0.0
1952,NIG,0,0.0,0.0,FIN,0,0.0
1956,NIG,0,0.0,0.0,AUS,0,0.0
1960,NIG,0,0.0,0.0,ITA,0,0.0
1964,NIG,0,0.0,0.0,JPN,1,0.0
1968,NIG,0,0.0,0.0,MEX,2,0.0
1972,NIG,1,1.0,0.25,FRG,4,0.3333333333333333
1976,NIG,1,0.0,0.0,CAN,0,0.3333333333333333
1980,NIG,1,0.0,0.0,URS,0,0.3333333333333333
1984,NIG,1,0.0,0.0,USA,4,0.0
1988,NIG,1,0.0,0.0,KOR,6,0.0
1992,NIG,1,0.0,0.0,ESP,3,0.0
1996,NIG,1,0.0,0.0,USA,3,0.0
2000,NIG,1,0.0,0.0,AUS,4,0.0
2004,NIG,1,0.0,0.0,GRE,4,0.0
2008,NIG,1,0.0,0.0,CHN,4,0.0
2012,NIG,1,0.0,0.0,GBR,6,0.0
2016,NIG,2,1.0,0.16666666666666666,BRA,6,0.3333333333333333
2020,NIG,2,0.0,0.0,JPN,7,0.3333333333333333
2024,NIG,2,0.0,0.0,FRA,7,0.3333333333333333
1896,NOR,0,0.0,0.0,GRE,0,0.0
1900,NOR,2,0.6800000000000002,0.42857142857142855,FRA,7,2.0
1904,NOR,2,1.0,0.6666666666666666,USA,3,2.0
1908,NOR,3,0.3125,0.08695652173913043,GBR,69,4.333333333333333
1912,NOR,3,0.18000000000000005,0.042105263157894736,SWE,190,5.666666666666667
1920,NOR,3,0.24137931034482757,0.10880829015544041,BEL,193,13.0
1924,NOR,3,0.30000000000000004,0.08064516129032258,FRA,62,12.333333333333334
1928,NOR,2,0.375,0.057692307692307696,NED,52,10.666666666666666
1932,NOR,3,0.0,0.0,USA,7,2.6666666666666665
1936,NOR,3,0.2777777777777778,0.07142857142857142,GER,70,2.6666666666666665
1948,NOR,3,0.18367346938775508,0.06172839506172839,GBR,81,3.3333333333333335
1952,NOR,3,0.52,0.0392156862745098,FIN,102,4.666666666666667
1956,NOR,3,1.0,0.13636363636363635,AUS,22,4.0
1960,NOR,3,1.0,0.025,ITA,40,2.6666666666666665
